,EXP1_Gate_0,EXP2_Gate_0,EXP1_Gate_1,EXP2_Gate_1,EXP1_Gate_2,EXP2_Gate_2,EXP1_Gate_3,EXP2_Gate_3,EXP1_Gate_4,EXP2_Gate_4
0,0.0,0.0,0.1805600000000002,0.17965459375344325,0.3183400000000001,0.3166,0.4339913698832572,0.43140000000000006,0.537919420849421,0.5348782325581396
1,0.00194652552182385,0.0019414024077278186,0.0013165611772087652,0.0013162571098016837,0.0010841279137322037,0.0010841279137321991,0.0009341555907084394,0.0009291573243177587,0.0008463047088558911,0.0008308113154383888
